Small unit postcode,Jul 2025 - Installation Quantity,Aug 2025 - Installation Quantity,Sep 2025 - Installation Quantity,Oct 2025 - Installation Quantity,Nov 2025 - Installation Quantity,Dec 2025 - Installation Quantity,Jan 2026 - Installation Quantity,Feb 2026 - Installation Quantity,Mar 2026 - Installation Quantity,Apr 2026 - Installation Quantity,May 2026 - Installation Quantity,Total Installation Quantity
3726,1,0,1,1,0,2,0,0,2,0,0,7
3727,0,0,0,0,2,1,0,0,1,1,0,5
3728,0,0,0,0,0,1,1,1,1,2,0,6
3730,22,5,9,8,19,18,12,20,32,16,1,162
3732,3,1,0,0,1,1,1,1,4,3,0,15
3733,0,0,0,0,0,2,1,0,2,1,0,6
3735,0,1,2,2,0,2,0,1,1,1,0,10
3737,3,3,8,19,7,11,3,4,7,10,0,75
3738,0,0,0,0,0,1,0,0,0,0,0,1
3739,0,0,0,0,0,1,0,0,0,0,0,1
3740,6,3,3,5,1,3,1,2,3,3,0,30
3741,2,6,7,9,8,6,2,11,12,12,0,75
3744,3,0,4,1,0,1,2,1,1,1,0,14
3746,1,0,0,1,0,1,0,1,1,2,0,7
3747,13,13,9,17,12,17,9,24,24,16,0,154
3749,4,4,5,8,6,8,2,6,8,8,0,59
3750,28,24,37,57,72,78,43,64,80,128,2,613
3751,0,1,0,0,2,0,1,0,1,1,0,6
3752,16,14,19,29,33,61,26,36,39,37,2,312
3753,16,6,5,13,30,21,14,12,15,24,2,158
3754,36,43,66,74,70,105,39,88,99,127,4,751
3755,0,0,0,0,0,2,1,0,1,0,0,4
3756,13,15,18,14,24,28,13,33,38,29,4,229
3757,9,11,11,16,15,12,9,18,12,12,2,127
3758,3,2,1,5,3,3,1,4,2,9,1,34
3759,1,2,0,2,2,2,2,1,2,7,0,21
3761,5,0,0,1,0,5,0,3,6,6,0,26
3762,0,0,1,2,0,1,0,0,0,0,0,4
3763,4,2,8,3,2,3,5,4,6,1,0,38
3764,14,2,10,10,15,17,6,12,20,17,0,123
3765,8,2,3,4,6,6,3,11,7,9,1,60
3766,2,2,1,0,1,6,3,3,2,3,0,23
3767,0,1,1,0,2,2,2,2,1,2,0,13
3770,4,5,1,2,5,7,4,6,4,0,0,38
3775,6,4,3,2,6,10,3,6,5,8,0,53
3777,20,10,8,9,8,18,8,18,15,14,0,128
3778,0,1,0,0,0,0,0,0,1,0,0,2
3779,0,2,0,1,0,0,0,1,0,2,0,6
3781,5,0,4,7,4,2,1,6,3,6,0,38
3782,15,6,12,7,13,13,9,5,11,17,0,108
3783,2,3,3,4,3,7,0,3,4,5,0,34
3785,0,0,0,0,0,0,0,0,0,1,0,1
3786,6,2,3,2,4,4,2,1,6,4,1,35
3787,0,1,2,2,0,0,0,0,2,2,0,9
3788,3,0,0,3,2,3,1,0,4,2,0,18
3789,0,0,1,0,0,0,0,1,0,1,0,3
3791,2,1,1,1,1,5,1,1,3,4,0,20
3792,1,2,0,2,0,2,0,0,0,0,0,7
3793,5,3,3,6,6,6,2,5,8,7,2,53
3795,2,0,2,0,3,3,0,0,1,4,0,15
3796,2,10,5,11,8,11,12,14,13,16,1,103
3797,5,2,1,4,2,2,3,3,0,3,0,25
3799,7,5,3,7,2,4,7,4,6,7,0,52
3802,27,17,25,26,31,46,28,48,48,46,4,346
3803,5,12,13,15,8,18,11,15,25,18,0,140
3804,13,13,13,26,18,29,13,21,19,33,1,199
3805,57,68,69,87,109,105,46,95,133,138,5,912
3806,62,76,104,99,112,155,58,90,136,191,12,"1,095"
3807,10,10,16,6,14,19,5,13,17,15,0,125
3808,4,3,4,2,6,12,2,3,5,10,0,51
3809,23,25,35,45,41,71,39,50,47,111,4,491
3810,44,49,49,84,80,87,51,61,83,122,15,725
3812,5,1,0,5,3,5,3,2,5,11,0,40
3813,2,1,4,0,0,1,0,4,1,2,1,16
3814,5,1,3,1,2,2,3,4,0,5,0,26
3815,4,4,5,3,4,6,2,5,6,9,1,49
3816,5,3,2,3,3,2,1,5,5,4,2,35
3818,29,22,20,35,29,28,18,34,24,31,3,273
3820,26,19,16,34,37,34,15,27,39,30,6,283
3821,7,4,5,8,5,7,0,5,5,9,0,55
3822,3,1,0,1,1,1,2,1,1,3,0,14
3823,5,11,1,4,1,2,1,3,7,7,0,42
3824,8,9,13,7,7,16,4,11,5,13,1,94
3825,16,21,23,28,22,31,21,26,21,30,0,239
3831,1,2,4,4,3,3,3,2,6,5,1,34
3832,0,0,1,1,0,1,0,0,0,0,0,3
3833,0,0,1,2,0,0,0,1,1,1,0,6
3835,1,0,0,0,2,3,0,0,2,0,0,8
3840,16,15,17,24,13,10,4,17,17,24,3,160
3842,7,9,6,9,7,3,3,4,1,6,0,55
3844,31,36,37,49,39,42,16,29,37,45,3,364
3847,5,6,4,4,4,3,1,3,4,7,0,41
3850,15,12,13,23,21,23,7,10,16,17,2,159
3851,15,10,9,11,8,14,9,18,11,17,0,122
3852,0,0,0,0,0,0,0,0,1,0,0,1
3854,2,3,4,2,2,3,0,4,3,0,0,23
3856,1,1,0,1,5,1,0,0,2,1,0,12
3857,0,0,2,0,2,0,1,0,0,0,0,5
3858,3,2,6,4,3,10,2,1,4,0,0,35
3859,1,0,1,0,0,1,0,0,1,2,0,6
3860,8,2,6,10,5,19,3,14,9,12,1,89
3862,6,1,2,6,8,9,2,8,6,6,0,54
3864,0,1,0,2,1,1,0,0,0,1,0,6
3865,0,0,1,1,0,1,0,2,0,0,0,5
3869,3,4,6,1,7,3,1,7,4,0,0,36
3870,3,3,0,1,0,2,0,2,2,3,0,16
3871,5,7,6,10,8,6,5,3,5,7,0,62
3873,0,0,1,0,1,0,0,0,1,0,0,3
3874,1,0,4,0,0,3,1,1,2,1,0,13
3875,29,26,18,34,29,36,13,24,20,40,3,272
3878,2,1,3,3,6,5,2,2,4,0,0,28
3880,7,7,4,14,10,15,9,11,7,16,1,101
3882,1,4,2,4,3,4,1,2,3,2,1,27
3885,2,3,4,2,2,2,1,5,3,2,0,26
3886,0,1,0,0,0,1,0,0,2,1,0,5
3887,0,1,0,0,0,1,0,0,0,0,0,2
3888,5,1,2,3,6,3,1,5,1,5,1,33
3889,0,0,0,1,1,0,0,0,0,0,0,2
3890,0,0,2,0,0,0,0,1,0,0,0,3
3891,0,0,0,0,1,0,0,0,0,0,0,1
3892,0,2,4,3,3,2,0,2,0,2,0,18
3895,0,0,0,0,1,0,1,0,0,0,0,2
3896,1,0,1,0,0,0,0,0,1,0,0,3
3898,0,1,0,0,0,0,0,1,0,0,0,2
3900,0,1,0,0,0,0,2,0,0,0,0,3
3902,1,0,0,0,1,4,0,0,1,1,0,8
3903,1,3,1,3,1,3,0,1,1,4,0,18
3904,3,3,2,7,6,3,2,4,4,2,0,36
3909,14,7,9,11,9,15,8,7,16,5,1,102
3910,21,20,25,31,18,22,22,28,30,23,1,241
3911,1,3,3,6,7,7,5,8,0,8,1,49
3912,18,15,14,25,20,23,19,16,16,22,0,188
3913,5,5,6,6,3,9,0,9,5,6,2,56
3915,11,9,12,11,7,12,11,13,11,6,1,104
3916,7,2,6,3,3,7,2,7,4,4,0,45
3918,9,5,10,9,6,4,7,7,3,8,2,70
3919,1,2,3,3,9,2,2,1,3,5,0,31
3921,2,0,2,0,0,0,0,0,2,0,0,6
3922,16,13,17,21,25,30,17,13,17,16,2,187
3923,1,2,2,2,3,1,0,2,0,2,1,16
3925,8,3,3,9,14,18,11,11,7,14,0,98
3926,8,4,4,8,10,9,9,5,10,9,1,77
3927,6,5,5,5,2,5,4,4,5,11,0,52
3928,2,2,2,2,2,0,1,1,2,2,0,16
3929,6,2,5,5,5,3,5,3,4,6,0,44
3930,40,17,14,31,26,30,17,27,40,45,1,288
3931,20,28,15,30,21,39,23,26,21,32,6,261
3933,2,3,2,2,0,2,2,1,4,1,0,19
3934,31,21,20,28,28,29,19,29,40,33,2,280
3936,12,9,16,20,18,28,12,11,15,17,1,159
3937,10,1,4,5,4,2,0,5,6,5,0,42
3938,3,9,3,10,8,8,4,6,6,3,0,60
3939,12,15,20,24,21,21,15,22,19,23,5,197
3940,6,3,3,2,2,3,4,3,4,2,1,33
3941,32,14,10,19,20,32,13,26,26,33,0,225
3942,9,5,2,10,9,5,7,8,6,8,3,72
3943,2,5,3,7,8,5,1,2,6,7,0,46
3944,4,1,4,7,4,2,0,2,3,7,0,34
3945,3,2,3,1,2,3,1,0,3,1,0,19
3946,0,0,1,1,1,1,0,0,0,1,0,5
3950,6,4,5,10,5,7,1,3,5,4,0,50
3951,2,0,2,4,0,2,2,1,4,2,0,19
3953,13,11,15,13,21,14,9,6,7,3,1,113
3954,1,0,0,0,0,1,0,1,0,0,0,3
3956,5,5,10,9,6,10,6,8,6,7,0,72
3957,1,0,0,1,0,0,0,0,1,1,0,4
3958,1,0,1,0,0,0,0,0,1,0,0,3
3959,2,3,1,5,4,8,1,3,6,4,0,37
3960,1,5,4,4,5,2,4,7,2,4,1,39
3962,2,2,1,0,0,2,0,1,0,3,0,11
3964,0,0,0,1,2,0,0,1,0,0,0,4
3965,1,1,1,1,0,1,0,1,0,0,0,6
3966,2,0,0,0,0,3,0,0,2,1,0,8
3967,0,0,0,0,0,0,0,1,0,0,0,1
3971,9,1,5,4,9,5,0,4,4,7,2,50
3975,22,18,33,40,44,71,18,38,50,72,3,409
3976,17,23,29,24,27,42,21,34,50,44,3,314
3977,94,98,139,188,172,226,111,167,231,294,8,"1,728"
3978,73,74,113,111,155,189,87,116,136,220,3,"1,277"
3979,1,2,0,0,0,2,2,1,3,2,0,13
3980,3,5,1,3,3,5,3,7,6,7,2,45
3981,3,7,10,7,4,11,4,8,9,4,0,67
3984,8,15,11,20,11,31,14,15,26,20,1,172
3987,4,5,0,3,1,3,2,4,3,2,0,27
3988,1,1,1,0,1,2,0,1,1,4,0,12
3990,1,0,0,1,1,0,0,0,0,0,0,3
3991,0,0,0,0,1,0,0,2,1,0,0,4
3992,4,2,0,4,2,3,4,1,3,5,0,28
3995,24,21,21,36,13,23,14,25,28,25,2,232
3996,8,15,10,12,12,17,8,19,13,16,2,132
4000,2,2,2,5,3,5,0,3,2,5,0,29
4005,6,2,4,6,7,12,5,4,14,11,2,73
4006,1,3,3,5,5,6,2,2,6,4,1,38
4007,10,6,14,7,16,14,10,12,14,38,2,143
4008,0,1,0,0,0,0,0,0,1,2,0,4
4009,0,0,2,0,0,0,0,1,0,1,0,4
4010,2,1,2,2,1,2,0,2,1,2,0,15
4011,15,4,10,19,9,12,12,12,25,34,7,159
4012,22,19,19,19,18,24,36,24,30,44,5,260
4013,6,2,3,8,7,5,6,5,10,15,2,69
4014,20,12,9,20,25,19,17,20,42,51,7,242
4017,41,38,50,43,46,51,50,39,82,83,12,535
4018,8,9,10,10,10,16,8,17,17,32,5,142
4019,12,17,17,15,15,25,13,30,34,50,2,230
4020,36,25,21,29,31,44,34,41,43,81,10,395
4021,9,11,9,9,6,8,7,3,12,22,3,99
4022,7,7,7,6,8,8,6,10,7,19,2,87
4025,6,1,0,1,2,3,2,2,6,5,0,28
4030,20,7,13,17,16,10,12,16,28,40,5,184
4031,11,11,7,11,14,20,11,19,26,41,2,173
4032,5,9,13,6,12,14,17,13,22,34,6,151
4034,42,34,40,49,60,65,55,43,69,129,13,599
4035,42,29,34,64,62,65,50,75,87,115,14,637
4036,11,4,6,11,9,11,9,10,14,21,1,107
4037,19,11,11,12,17,19,20,16,33,35,1,194
4051,24,18,21,29,39,33,30,59,59,76,4,392
4053,42,23,42,54,64,59,43,74,101,109,20,631
4054,6,9,12,14,19,18,13,13,27,58,9,198
4055,36,20,22,33,39,44,31,50,75,97,17,464
4059,12,6,11,8,12,18,9,16,13,25,2,132
4060,15,5,17,13,25,25,11,22,23,45,7,208
4061,19,27,26,30,31,25,24,41,61,62,12,358
4064,14,10,12,10,17,20,10,11,18,27,0,149
4065,16,8,15,17,18,32,13,18,30,36,6,209
4066,9,6,11,12,16,19,14,15,34,28,3,167
4067,3,1,12,10,9,8,9,17,17,19,2,107
4068,28,16,18,39,42,43,20,44,42,77,4,373
4069,62,46,67,88,109,101,78,113,139,222,23,"1,048"
4070,19,26,15,24,25,36,28,46,60,90,10,379
4073,22,7,12,14,23,12,7,29,38,38,4,206
4074,32,28,28,43,49,58,36,55,66,102,15,512
4075,30,21,34,30,58,49,39,43,61,80,6,451
4076,4,4,7,5,3,7,5,7,13,15,3,73
4077,20,16,26,46,23,42,36,44,62,91,8,414
4078,30,19,23,45,33,60,32,59,58,80,10,449
4101,12,12,13,11,19,14,13,12,26,26,4,162
4102,7,4,8,13,5,11,4,7,7,20,5,91
4103,5,8,13,15,11,15,14,20,18,26,1,146
4104,11,6,9,13,9,7,7,4,15,18,4,103
4105,10,13,8,7,19,15,9,25,25,36,5,172
4106,1,0,1,0,1,0,0,3,4,10,1,21
4107,7,4,6,7,7,15,7,9,17,23,4,106
4108,6,1,6,17,19,16,8,10,18,40,1,142
4109,30,30,52,56,73,115,55,90,137,263,5,906
4110,26,25,22,40,38,69,31,68,84,178,10,591
4111,0,0,0,0,1,1,2,1,1,0,0,6
4112,12,8,13,17,17,24,17,17,38,55,3,221
4113,32,31,38,35,49,74,35,51,98,120,6,569
4114,7,10,11,10,14,19,18,10,29,40,5,173
4115,28,28,31,39,41,56,35,45,72,88,13,476
4116,18,30,26,49,57,76,34,69,111,171,9,650
4117,1,1,4,2,4,4,2,4,5,9,0,36
4118,37,42,25,50,42,44,47,42,80,109,17,535
4119,8,10,9,16,10,23,14,16,27,36,2,171
4120,1,5,2,6,5,11,7,10,11,19,1,78
4121,25,30,39,46,43,56,38,33,62,86,6,464
4122,46,40,32,62,59,83,47,84,120,174,8,755
4123,35,29,40,49,59,79,45,56,105,172,12,681
4124,46,34,51,51,58,66,59,61,104,176,10,716
4125,16,19,10,21,17,15,25,33,34,63,5,258
4127,32,28,23,30,33,30,27,30,54,66,5,358
4128,20,18,25,30,27,35,22,36,55,82,15,365
4129,7,5,5,10,8,9,8,14,9,27,4,106
4130,15,13,20,15,19,15,13,19,38,94,11,272
4131,14,4,14,6,6,11,14,6,16,18,2,111
4132,12,22,19,16,32,25,23,20,32,34,6,241
4133,27,29,51,33,41,44,26,38,59,66,17,431
4151,14,11,11,21,13,19,17,21,22,46,2,197
4152,66,42,48,60,68,96,69,73,129,181,19,851
4153,4,5,4,6,9,6,6,9,14,23,1,87
4154,19,9,22,18,23,25,26,35,37,62,7,283
4155,1,1,3,4,6,8,2,6,12,21,0,64
4156,8,4,11,13,10,10,5,9,18,30,1,119
4157,30,19,21,29,25,43,26,35,45,79,11,363
4158,5,1,6,6,4,5,2,7,7,27,1,71
4159,23,17,20,29,27,28,18,22,47,88,10,329
4160,41,30,26,35,33,43,28,41,61,97,12,447
4161,17,12,26,23,30,38,28,28,34,48,4,288
4163,24,16,21,30,25,29,22,35,46,53,5,306
4164,41,27,38,31,34,53,36,28,36,92,8,424
4165,85,51,78,90,82,94,70,101,145,160,26,982
4169,5,2,6,1,3,7,6,6,8,19,2,65
4170,26,20,22,38,32,45,31,44,59,91,10,418
4171,16,17,17,21,18,27,15,23,34,55,6,249
4172,4,1,6,11,9,9,5,9,15,17,2,88
4173,7,9,6,3,9,14,4,14,16,22,3,107
4174,11,4,2,4,13,11,8,7,10,11,2,83
4178,34,16,25,30,32,39,28,39,54,73,11,381
4179,23,13,26,30,19,26,26,39,56,99,15,372
4183,7,3,6,6,2,3,2,5,7,6,1,48
4184,25,8,32,29,22,18,18,20,25,37,9,243
4205,6,10,28,15,7,14,5,3,15,9,4,116
4207,94,70,77,100,107,114,93,116,167,254,46,"1,238"
4208,30,34,32,44,46,62,54,39,68,123,14,546
4209,74,68,81,111,111,118,120,124,177,212,35,"1,231"
4210,44,40,40,45,62,53,38,51,80,110,19,582
4211,91,55,84,107,103,126,101,114,160,245,30,"1,216"
4212,80,61,58,68,78,82,55,87,110,145,20,844
4213,73,53,40,77,74,106,62,77,116,181,10,869
4214,52,50,50,82,64,76,50,62,86,148,14,734
4215,25,17,26,22,28,29,29,41,50,74,6,347
4216,48,41,42,67,64,67,46,59,62,90,12,598
4217,21,27,35,36,48,44,25,38,61,89,9,433
4218,32,25,32,35,45,48,25,43,57,92,7,441
4220,40,27,45,39,47,59,28,46,67,87,16,501
4221,32,25,34,39,41,38,30,28,55,99,13,434
4223,32,16,21,24,34,43,18,32,38,78,4,340
4224,6,2,2,6,8,8,8,6,15,23,2,86
4225,12,4,3,3,3,10,1,2,4,6,2,50
4226,41,23,38,34,64,45,28,61,71,108,15,528
4227,34,23,30,24,41,36,37,40,39,78,5,387
4228,20,8,12,15,18,19,15,23,23,43,2,198
4270,3,6,12,6,11,14,7,8,13,29,4,113
4271,0,0,1,0,0,0,0,0,0,0,0,1
4272,18,11,20,30,29,29,16,22,36,34,10,255
4275,5,6,9,5,10,13,8,9,16,13,2,96
4280,32,36,44,40,49,53,43,69,109,121,17,613
4285,38,30,35,31,44,58,54,60,75,86,13,524
4287,3,2,2,1,0,3,1,0,4,3,1,20
4300,91,72,83,123,127,143,115,138,188,255,39,"1,374"
4301,48,38,54,44,36,49,42,61,60,67,16,515
4303,3,4,3,3,5,3,5,5,4,8,0,43
4304,22,17,17,31,9,23,24,26,18,40,5,232
4305,77,55,66,85,58,62,61,81,107,103,45,800
4306,92,58,85,108,103,137,112,153,196,258,45,"1,347"
4307,2,3,2,5,2,6,5,3,6,10,2,46
4309,6,4,6,11,5,9,7,5,5,10,0,68
4310,8,4,10,19,11,12,12,5,9,29,1,120
4311,28,24,16,11,5,20,15,25,40,44,5,233
4312,5,4,8,6,4,5,3,4,5,6,2,52
4313,3,1,7,1,2,5,2,1,2,5,1,30
4314,5,8,5,8,8,7,4,9,6,10,3,73
4340,15,13,11,11,8,10,4,12,15,25,5,129
4341,41,26,33,40,36,37,31,38,58,97,19,456
4342,2,3,3,4,5,4,6,4,10,9,0,50
4343,11,12,14,16,18,26,12,17,23,52,10,211
4344,4,8,4,6,4,10,1,4,4,11,1,57
4346,5,0,1,3,3,6,3,0,2,7,0,30
4347,2,2,3,0,5,3,1,4,8,7,1,36
4350,71,59,67,94,84,90,62,89,126,190,18,950
4352,40,29,52,52,49,59,41,51,88,123,16,600
4353,2,0,0,0,0,1,1,0,0,1,0,5
4354,4,2,2,2,3,1,1,0,0,2,0,17
4355,1,3,2,2,3,8,1,4,7,6,1,38
4356,1,6,2,1,3,2,7,5,1,6,0,34
4357,5,7,6,5,4,8,1,2,6,5,0,49
4358,2,2,4,1,2,4,4,5,2,4,1,31
4359,2,1,3,2,3,2,1,2,2,5,1,24
4360,0,1,1,0,0,0,0,2,0,0,1,5
4361,0,1,1,1,0,2,3,2,5,4,0,19
4362,4,0,1,2,6,1,1,3,4,6,2,30
4363,0,1,0,0,0,1,1,1,1,1,0,6
4365,1,0,3,1,1,1,0,1,3,2,0,13
4370,16,5,19,15,8,19,4,16,9,28,3,142
4371,1,0,3,4,2,0,0,1,2,2,0,15
4373,4,0,1,0,1,0,1,0,1,1,1,10
4374,0,0,0,0,0,3,0,1,1,3,0,8
4377,0,1,2,1,1,2,1,2,0,3,0,13
4378,0,1,0,1,2,1,0,0,3,1,0,9
4380,3,4,6,10,9,10,6,6,7,17,0,78
4381,2,1,0,2,3,1,0,2,1,1,0,13
4382,0,1,0,0,4,2,1,2,3,2,0,15
4383,0,0,1,0,1,0,0,1,1,2,0,6
4385,2,0,1,0,3,0,0,0,4,2,0,12
4387,0,0,1,3,1,1,0,0,3,1,1,11
4388,0,0,0,0,0,0,0,0,0,1,0,1
4390,0,2,1,3,3,3,2,15,5,13,1,48
4400,7,2,5,1,2,4,3,0,2,4,0,30
4401,4,4,1,3,4,5,10,8,5,11,2,57
4402,1,1,1,0,2,0,0,1,0,0,0,6
4403,0,3,0,0,0,1,1,0,1,1,0,7
4404,0,0,0,0,0,0,0,0,1,1,0,2
4405,5,3,7,12,6,9,9,17,19,20,0,107
4406,0,1,1,1,3,1,1,0,0,1,0,9
4407,0,0,0,1,0,2,0,0,2,1,0,6
4408,0,1,0,1,1,1,0,0,0,0,0,4
4410,1,0,1,2,0,0,0,0,0,1,0,5
4411,0,1,0,0,0,0,0,0,0,0,0,1
4412,0,0,0,0,1,0,0,1,0,2,0,4
4413,6,6,5,8,9,8,0,1,4,10,1,58
4415,2,4,1,2,2,1,0,0,1,4,0,17
4416,0,0,1,1,3,0,0,1,0,0,0,6
4417,0,0,0,0,2,0,0,1,0,3,0,6
4419,2,1,1,0,2,0,0,0,0,2,0,8
4420,2,1,0,0,0,1,0,0,0,0,0,4
4421,3,2,0,2,6,4,2,1,1,5,0,26
4422,0,0,0,0,1,0,0,1,0,0,0,2
4424,0,1,0,0,0,0,0,0,0,1,0,2
4425,0,0,0,0,0,0,0,0,0,1,0,1
4427,0,0,1,0,0,0,0,0,2,0,0,3
4428,0,1,0,1,2,0,0,0,0,2,0,6
4454,0,1,0,0,1,0,0,0,0,0,0,2
4455,6,3,4,4,6,6,2,4,11,14,1,61
4465,5,0,0,0,1,0,0,0,0,7,1,14
4468,0,0,0,2,1,2,0,1,0,2,0,8
4470,0,4,0,6,2,3,0,2,0,10,0,27
4472,0,0,1,0,2,0,1,0,0,1,0,5
4474,0,0,0,0,0,0,0,0,0,1,0,1
4477,0,0,0,1,0,0,0,0,0,1,0,2
4478,1,0,0,1,0,1,0,0,0,0,0,3
4480,0,0,0,0,1,0,0,0,0,13,0,14
4486,0,0,0,0,2,0,0,0,0,1,0,3
4487,0,0,0,6,5,5,0,2,0,8,0,26
4490,2,0,0,7,0,0,0,0,0,7,0,16
4492,0,0,0,0,0,0,0,0,0,2,0,2
4500,62,36,63,68,63,80,74,85,111,123,31,796
4501,6,4,4,12,6,7,6,6,13,16,1,81
4502,11,16,18,13,14,11,13,16,20,20,4,156
4503,38,49,42,76,52,56,48,78,100,135,20,694
4504,41,30,25,27,62,42,40,56,83,97,16,519
4505,42,34,46,43,47,55,47,83,69,110,13,589
4506,29,28,25,29,38,31,32,42,62,73,11,400
4507,40,14,23,34,35,34,42,60,70,56,18,426
4508,22,18,16,24,22,15,13,22,32,43,10,237
4509,48,34,41,44,60,56,40,70,98,114,13,618
4510,76,86,66,75,84,81,70,130,106,144,30,948
4511,17,15,13,16,12,21,8,26,26,30,6,190
4512,2,5,5,4,12,14,9,15,8,13,5,92
4513,0,0,0,0,0,2,1,1,1,0,0,5
4514,11,17,17,17,24,22,23,19,33,37,6,226
4515,5,2,6,12,10,10,3,5,12,20,0,85
4516,11,3,8,9,10,11,16,11,13,19,4,115
4517,1,1,1,1,1,3,1,0,2,4,0,15
4518,5,8,8,16,15,13,9,21,15,32,3,145
4519,13,13,9,12,16,17,19,16,26,28,4,173
4520,30,26,31,40,39,40,32,44,62,88,10,442
4521,13,9,12,13,18,14,8,19,25,45,3,179
4550,8,1,11,8,12,10,12,5,11,18,2,98
4551,69,61,85,120,112,164,88,135,140,176,29,"1,179"
4552,27,9,16,25,33,40,21,32,38,37,8,286
4553,13,18,17,17,17,43,13,26,42,77,6,289
4554,6,2,1,3,4,5,1,5,9,4,1,41
4555,8,6,6,14,13,24,9,19,20,30,3,152
4556,50,39,56,74,76,72,56,87,123,159,17,809
4557,13,19,24,18,25,31,26,24,32,57,5,274
4558,14,10,11,19,21,20,12,21,32,27,5,192
4559,8,9,15,10,17,19,11,15,15,32,3,154
4560,46,28,51,58,76,86,71,73,79,128,25,721
4561,16,12,17,28,35,37,19,38,30,59,8,299
4562,22,11,14,21,20,33,12,27,32,58,8,258
4563,20,14,15,23,23,38,17,33,20,45,4,252
4564,12,10,13,12,25,32,20,23,31,35,5,218
4565,16,13,17,27,32,22,20,25,44,45,8,269
4566,17,14,8,13,12,22,15,17,24,33,6,181
4567,33,22,14,21,24,30,10,13,40,52,4,263
4568,5,5,7,7,12,7,8,7,10,17,0,85
4569,4,0,3,3,4,4,0,5,4,6,1,34
4570,56,52,54,66,71,81,39,96,117,142,24,798
4571,1,2,0,2,0,5,1,1,3,6,0,21
4572,3,2,4,5,1,4,4,5,4,12,0,44
4573,40,31,44,50,58,59,33,65,59,103,14,556
4574,4,1,2,2,0,6,3,5,4,12,0,39
4575,36,25,32,35,32,48,31,39,58,79,9,424
4580,8,11,4,2,16,8,2,14,17,14,2,98
4581,2,2,3,3,4,8,1,4,14,11,1,53
4600,1,1,0,0,2,2,0,3,2,2,0,13
4601,0,0,1,1,3,1,0,1,1,3,0,11
4605,4,0,5,2,10,4,5,2,3,3,2,40
4606,1,2,2,5,3,5,3,1,3,5,1,31
4608,0,0,0,2,2,0,0,1,2,3,0,10
4610,11,9,10,9,18,17,11,14,27,38,3,167
4612,1,0,0,2,0,0,1,0,0,1,0,5
4613,0,0,2,0,1,0,1,0,1,1,0,6
4614,1,1,0,1,1,2,0,2,3,1,0,12
4615,8,6,9,11,8,10,8,12,10,33,0,115
4620,2,0,1,1,1,3,0,1,2,2,0,13
4621,1,2,1,4,1,3,1,1,2,3,0,19
4625,1,0,0,0,1,4,0,2,1,5,1,15
4626,1,2,0,4,3,1,0,0,0,0,0,11
4627,0,0,0,1,0,1,0,0,1,0,0,3
4630,0,2,1,1,5,7,2,2,2,1,0,23
4650,32,26,40,28,46,59,40,48,63,82,22,486
4655,46,45,66,62,82,105,52,82,140,159,28,867
4659,10,6,7,11,10,12,5,10,5,17,3,96
4660,6,11,7,10,18,15,14,13,21,25,4,144
4662,0,0,0,1,1,1,0,1,3,1,0,8
4670,58,53,66,57,85,132,59,96,113,188,32,939
4671,4,6,8,6,10,10,7,12,10,22,3,98
4673,0,0,0,0,0,2,0,0,1,1,0,4
4674,1,2,2,4,5,6,1,5,4,12,0,42
4676,0,0,1,0,0,0,0,1,0,2,0,4
4677,10,3,5,7,9,14,5,8,10,19,1,91
4678,0,1,0,2,3,4,1,2,4,5,0,22
4680,36,56,40,57,58,80,20,62,87,100,14,610
4694,0,0,0,1,0,0,0,0,0,0,0,1
4695,0,1,3,1,1,2,0,2,0,1,0,11
4697,0,0,0,0,0,0,0,0,0,1,0,1
4699,0,0,0,0,0,1,0,1,0,1,0,3
4700,6,2,0,9,17,10,10,8,11,26,0,99
4701,11,22,22,20,29,34,14,35,38,94,8,327
4702,14,21,18,19,40,35,19,32,26,60,5,289
4703,14,22,30,30,22,35,18,27,42,59,4,303
4705,0,0,1,0,1,0,0,0,0,0,0,2
4707,0,1,0,0,0,0,0,0,0,0,0,1
4710,2,4,3,4,3,12,4,9,9,8,0,58
4711,2,0,4,1,3,1,1,3,4,4,0,23
4712,0,0,1,0,0,0,0,0,1,0,0,2
4714,0,1,3,6,3,1,0,2,1,3,1,21
4715,2,2,4,2,3,1,2,2,3,3,0,24
4716,1,0,0,0,1,0,0,1,0,1,0,4
4717,1,1,5,1,1,6,5,2,1,2,0,25
4718,7,1,3,0,2,2,5,10,1,0,1,32
4719,2,0,2,0,0,2,1,0,0,3,0,10
4720,4,6,6,11,5,5,1,4,11,17,3,73
4721,1,0,0,0,0,1,0,2,9,2,0,15
4722,0,0,0,0,1,0,0,0,2,1,0,4
4723,1,0,0,2,1,2,2,0,4,0,1,13
4725,1,0,2,0,0,5,0,0,1,1,0,10
4726,0,0,1,0,1,1,0,0,1,0,0,4
4727,0,0,0,0,0,1,0,0,0,2,0,3
4730,1,2,2,1,6,5,1,2,7,10,1,38
4731,0,0,0,0,0,1,0,0,0,1,0,2
4733,0,1,0,0,0,0,0,0,0,0,0,1
4735,1,1,11,2,1,0,1,0,0,0,0,17
4737,15,8,15,15,9,10,10,9,15,15,2,123
4738,0,0,0,1,2,0,1,1,3,3,2,13
4739,0,0,0,1,1,1,0,0,0,1,1,5
4740,77,57,87,123,107,117,89,123,138,248,39,"1,205"
4741,9,8,12,12,21,22,7,11,10,27,1,140
